Timestamp,Status,Upstream,Downstream,Difference
2026-03-14 12:47:07,🚨 FULL BLOCKAGE,120.9418,20.25415,100.68765
2026-03-14 12:47:14,🚨 FULL BLOCKAGE,32.4478,20.25415,12.193650000000002
2026-03-14 12:47:46,🚨 FULL BLOCKAGE,36.1865,20.25415,15.932350000000003
2026-03-14 12:48:19,🚨 FULL BLOCKAGE,28.2975,20.25415,8.04335
2026-03-14 12:48:32,🚨 FULL BLOCKAGE,32.56785,20.25415,12.3137
2026-03-14 12:48:45,🚨 FULL BLOCKAGE,33.97415,20.25415,13.720000000000002
2026-03-14 12:48:53,🚨 FULL BLOCKAGE,33.4768,20.25415,13.222649999999998
2026-03-14 12:48:58,🚨 FULL BLOCKAGE,34.38575,20.25415,14.131600000000002
2026-03-14 12:49:04,🚨 FULL BLOCKAGE,33.0652,20.25415,12.811049999999998
2026-03-14 12:49:09,🚨 FULL BLOCKAGE,65.8217,20.25415,45.56755000000001
2026-03-14 12:49:14,🚨 FULL BLOCKAGE,239.51691,20.25415,219.26276
