Timestamp,Status,Upstream,Downstream,Difference
2026-02-25 10:46:52,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:48:31,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:49:44,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:52:37,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:52:45,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:52:53,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:53:01,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:53:11,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:53:17,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:53:59,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:54:33,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:55:17,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:57:25,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:58:07,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:58:15,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 10:58:49,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:03:29,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:05:24,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:05:36,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:05:42,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:05:57,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:08,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:16,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:26,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:26,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:43,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:45,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:06:54,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:07:00,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:07:16,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:07:45,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:07:52,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:08:11,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:08:16,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:08:29,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:08:35,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:11:42,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:12:50,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:13:07,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:13:54,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:13:56,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:00,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:02,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:07,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:14,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:24,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:30,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:36,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:42,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:48,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:50,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:54,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:56,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:14:59,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:06,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:08,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:10,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:14,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:22,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:24,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:30,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:32,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:38,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:46,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:52,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:15:58,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:16:06,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:16:08,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:16:16,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
2026-02-25 11:16:18,🚨 FULL BLOCKAGE,59.788,20.18865,39.59935
