Timestamp,Status,Upstream,Downstream,Difference
2026-03-13 08:22:49,🚨 FULL BLOCKAGE,27.8173,31.74465,3.9273500000000006
2026-03-13 08:22:55,🚨 FULL BLOCKAGE,27.8173,31.74465,3.9273500000000006
2026-03-13 08:23:11,🚨 FULL BLOCKAGE,27.8173,6.86,20.9573
2026-03-13 08:23:19,🚨 FULL BLOCKAGE,27.8173,6.86,20.9573
2026-03-13 08:23:21,🚨 FULL BLOCKAGE,27.8173,20.25415,7.56315
2026-03-13 08:23:30,🚨 FULL BLOCKAGE,29.68665,19.0708,10.615850000000002
2026-03-13 08:23:32,🚨 FULL BLOCKAGE,28.72625,20.38563,8.340620000000001
2026-03-13 08:25:26,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:25:32,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:26:00,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:26:17,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:26,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:32,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:34,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:44,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:48,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:52,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:33:54,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:34:02,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:36:40,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:38:18,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:39:24,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:51:20,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:51:36,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:51:36,🚨 FULL BLOCKAGE,610.84869,45.56755,565.28114
2026-03-13 08:51:45,🚨 FULL BLOCKAGE,610.84869,21.8491,588.99959
2026-03-13 08:52:41,🚨 FULL BLOCKAGE,25.2791,20.1341,5.145
2026-03-13 08:52:44,🚨 FULL BLOCKAGE,25.5192,20.1341,5.385100000000001
2026-03-13 08:52:44,🚨 FULL BLOCKAGE,25.5192,20.1341,5.385100000000001
2026-03-13 08:53:08,🚨 FULL BLOCKAGE,610.78009,20.1341,590.64599
2026-03-13 08:53:17,🚨 FULL BLOCKAGE,29.155,20.1341,9.020900000000001
2026-03-13 08:53:18,🚨 FULL BLOCKAGE,29.155,20.1341,9.020900000000001
2026-03-13 08:53:21,🚨 FULL BLOCKAGE,55.17155,20.1341,35.03745000000001
2026-03-13 08:53:28,🚨 FULL BLOCKAGE,53.9539,20.1341,33.8198
2026-03-13 08:53:29,🚨 FULL BLOCKAGE,53.9539,20.1341,33.8198
2026-03-13 08:53:32,🚨 FULL BLOCKAGE,45.0702,20.1341,24.9361
2026-03-13 08:53:33,🚨 FULL BLOCKAGE,44.8301,20.1341,24.696
2026-03-13 08:53:45,🚨 FULL BLOCKAGE,22.86095,20.1341,2.726849999999999
2026-03-13 08:53:45,🚨 FULL BLOCKAGE,22.86095,20.1341,2.726849999999999
2026-03-13 08:53:54,🚨 FULL BLOCKAGE,23.0496,20.1341,2.9155000000000015
2026-03-13 08:53:55,🚨 FULL BLOCKAGE,23.4612,20.1341,3.3271000000000015
