2026-02-18 10:56:34.478740,20.2058,20.18865,0.017150000000000887,✅ NORMAL FLOW
2026-02-18 11:03:22.807289,20.2058,20.18865,0.017150000000000887,✅ NORMAL FLOW
2026-02-18 11:03:29.142828,20.2058,20.18865,0.017150000000000887,✅ NORMAL FLOW
2026-02-18 11:04:10.677665,20.2058,20.18865,0.017150000000000887,✅ NORMAL FLOW
2026-02-18 11:04:13.663286,20.2058,20.18865,0.017150000000000887,✅ NORMAL FLOW
2026-02-18 11:04:19.594676,20.2058,20.18865,0.017150000000000887,✅ NORMAL FLOW
2026-02-18 11:08:23.743328,56.2208,20.18865,36.03215,🚨 FULL BLOCKAGE
2026-02-18 11:12:03.558021,41.79765,20.18865,21.608999999999998,🚨 FULL BLOCKAGE
2026-02-18 11:12:20.108333,41.79765,20.18865,21.608999999999998,🚨 FULL BLOCKAGE
2026-02-18 11:13:20.884422,40.52855,20.18865,20.339900000000004,🚨 FULL BLOCKAGE
2026-02-18 11:13:23.340693,96.9006,20.18865,76.71195,🚨 FULL BLOCKAGE
2026-02-18 11:13:28.378636,46.56535,20.18865,26.376700000000003,🚨 FULL BLOCKAGE
2026-02-18 11:13:41.858993,42.3293,20.18865,22.140650000000004,🚨 FULL BLOCKAGE
2026-02-18 11:13:46.488629,40.52855,20.18865,20.339900000000004,🚨 FULL BLOCKAGE
2026-02-18 11:13:49.605974,40.58,20.18865,20.39135,🚨 FULL BLOCKAGE
2026-02-18 11:17:29.113888,50.2869,20.18865,30.098250000000004,🚨 FULL BLOCKAGE
2026-02-18 11:17:34.362345,49.2236,20.18865,29.03495,🚨 FULL BLOCKAGE
2026-02-18 11:19:44.837809,48.89775,20.18865,28.709100000000003,🚨 FULL BLOCKAGE
2026-02-18 11:26:33.850416,141.02756,20.18865,120.83891,🚨 FULL BLOCKAGE
2026-02-18 11:26:40.016136,61.6402,20.18865,41.45155,🚨 FULL BLOCKAGE
2026-02-18 11:28:22.652747,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:30:06.933661,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:30:55.800535,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:30:59.563519,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:03.797603,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:05.764003,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:15.687127,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:23.509935,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:25.675182,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:33.691395,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:35.571545,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
2026-02-18 11:31:37.738057,255.8468,20.18865,235.65815,🚨 FULL BLOCKAGE
